194	27953	yêu	adjective, adverb, verb
195	27724	nhé	particle
196	27341	mấy	adverb, determiner
197	27008	cuộc	noun
198	26966	chắc	adjective, adverb, particle, verb
199	26778	hỏi	verb
200	26347	bỏ	noun, verb
201	26242	chào	interjection, verb
202	26047	loại	noun, verb
203	26022	bao giờ	adverb
204	25328	hả	adjective, interjection, particle, verb
205	25230	tổ chức	noun, verb
206	25058	nhanh	adjective, adverb
207	24764	giống	adjective, noun, verb
208	24592	gia đình	noun
209	24547	nhớ	verb
210	24495	chỗ	noun
211	24402	nhỏ	adjective, noun, pronoun, verb
212	24396	chẳng	adverb
213	24377	tiếng	noun
214	24281	bây giờ	adverb
215	24271	vấn đề	noun
216	24246	ngươi	noun
217	24075	xảy	verb
218	23856	làm việc	verb
219	23639	thế giới	noun
220	23604	công ty	noun
221	23571	tạo	noun, verb
222	23566	lời	classifier, noun
223	23430	phát triển	adjective, noun, verb
224	23241	giữ	verb
225	23163	thực hiện	verb
226	23018	trẻ	adjective, noun
227	22940	cha	noun, pronoun
228	22920	đủ	adjective, adverb
229	22618	quay	noun, verb
230	22564	vụ	noun, verb
231	22439	đẹp	adjective
232	22220	câu	noun, verb
233	22023	dưới	preposition
234	21974	thằng	classifier
235	21905	hoạt động	adjective, noun
236	21880	tỉnh	noun, verb
237	21830	tự	adverb, noun, preposition
238	21703	giữa	preposition
239	21647	chơi	verb
240	21580	mua	noun, verb
241	21550	vâng	interjection, verb
242	21495	thưa	adjective, verb
243	21347	kẻ	noun, verb
244	21308	đồng	noun
245	21234	vài	determiner
246	21149	bài	classifier, noun, verb
247	21140	phần	noun, particle, verb
248	20982	tăng	noun, verb
249	20942	tuổi	noun
250	20840	giá	conjunction, noun
251	20511	cảm ơn	verb
252	20501	xây dựng	verb
253	20484	đồ	noun, particle, verb
254	20463	khoảng	adverb, noun
255	20443	khiến	verb
256	20434	bán	prefix, verb
257	20371	sáng	adjective, noun
258	19908	phía	noun
259	19862	điểm	noun, verb
260	19740	ý	noun
261	19678	đầu tiên	adjective
262	19577	chạy	adverb, verb
263	19576	thành	adjective, noun, preposition, verb
264	19324	bởi	conjunction
265	19303	bắt đầu	verb
266	19189	gây	verb
267	19068	một số	adjective
268	18929	đặc biệt	adjective
269	18831	kia	adjective, adverb
270	18797	bắt	verb
271	18797	đối với	preposition
272	18667	chú	classifier, noun, pronoun
273	18466	thông tin	noun, verb
274	18402	thành phố	noun
275	18351	máy	noun
276	18290	ơi	particle
277	18186	thường	adjective, adverb
278	18014	gái	adjective, noun
279	17957	khá	adjective, adverb
280	17909	quan trọng	adjective
281	17792	dân	noun
282	17777	tối	adjective, noun
283	17703	ổn	adjective
284	17628	Mỹ	adjective, proper noun
285	17550	chương trình	noun
286	17338	sản phẩm	noun
287	17314	thế nào	adverb
288	17279	đứng	adjective, verb
289	17195	nói chuyện	noun, verb
290	17143	đứa	classifier
291	17031	giảm	verb
292	17014	mặt	noun
293	16993	buổi	noun
294	16971	rõ	adjective, interjection
295	16953	bệnh	adjective, noun
296	16913	đặt	verb
297	16900	tính	noun, verb
298	16862	tiếp tục	verb
299	16845	ừ	particle, verb
300	16622	đêm	noun
301	16563	vui	adjective
302	16562	đầu tư	verb
303	16554	kể	verb
304	16551	chờ	noun, verb
305	16541	ngủ	noun, verb
306	16476	viết	noun, verb
307	16425	tham gia	verb
308	16324	thi	noun, verb
309	16284	ngồi	verb
310	16068	uống	verb
311	15954	chọn	verb
312	15907	tuy nhiên	adverb
313	15898	đội	noun, verb
314	15879	thuốc	noun, verb
315	15840	bảo	verb
316	15804	đạt	verb
317	15771	hệ thống	noun
318	15634	bảo vệ	noun, verb
319	15606	đánh	verb
320	15508	cây	classifier, noun
321	15507	thay đổi	verb
322	15496	đáng	adjective, verb
323	15435	trở thành	verb
324	15350	da	noun
325	15337	đất	noun
326	15307	Chúa	proper noun
327	14954	khả năng	noun
328	14907	cấp	adjective, noun, verb
329	14904	màu	noun
330	14882	tuần	noun, verb
331	14829	lâu	adverb
332	14764	công việc	noun
333	14695	cám ơn	verb
334	14646	thị trường	noun
335	14547	mức	noun
336	14546	ảnh	noun, pronoun
337	14518	doanh nghiệp	noun
338	14423	phụ nữ	noun
339	14390	quan tâm	verb
340	14380	quyết định	noun, verb
341	14331	khó	adjective
342	14314	bước	noun, verb
343	14231	khu	noun
344	14115	bắn	verb
345	14063	kiểm tra	noun, verb
346	14063	phút	noun
347	13993	xa	adjective
348	13953	nằm	noun, verb
349	13924	trả	verb
350	13920	sợ	verb
351	13890	thuộc	verb
352	13881	kinh tế	adjective, noun
353	13832	sản xuất	noun, verb
354	13789	vợ	noun
355	13782	ít	determiner
356	13769	hôm nay	adverb
357	13764	xong	adjective, verb
358	13681	cảnh sát	noun
359	13543	chân	noun
360	13497	kế hoạch	noun
361	13438	nghiên cứu	noun, verb
362	13417	mắt	noun
363	13409	an toàn	adjective, noun
364	13316	cố	adjective, noun, prefix, verb
365	13290	quản lý	noun, verb
366	13280	chút	noun
367	13264	so	adjective, noun, verb
368	13246	cuối cùng	adjective, adverb
369	13245	cổ	adjective, noun, pronoun
370	13201	dù	conjunction, noun
371	13166	biển	noun
372	13143	dành	noun, verb
373	13120	ôi	adjective, interjection
374	13113	cuộc sống	noun
375	13055	mở	verb
376	13018	món	classifier, noun
377	12989	dừng	noun, verb
378	12985	thực sự	adverb
379	12960	phim	noun
380	12838	cuối	adjective, noun
381	12812	lo	verb
382	12758	Hà Nội	proper noun
383	12740	xã hội	noun
384	12689	ngành	noun
385	12670	con người	noun
386	12668	chịu	verb
387	12653	riêng	adjective, preposition
388	12636	lớp	noun
389	12618	yêu cầu	noun, verb
390	12600	nhóm	noun, verb
391	12594	gửi	verb
392	12558	huyện	noun
393	12545	vàng	adjective, noun
394	12528	càng	adverb, noun
395	12471	coi	interjection, verb
396	12411	ạ	particle, verb
397	12410	phép	adjective, noun
398	12367	cứu	verb
399	12344	chắc chắn	adjective, adverb
400	12318	mùa	adjective, noun
401	12314	nhỉ	particle
402	12285	đọc	verb
403	12148	khó khăn	adjective, noun
404	12117	vùng	noun, verb
405	12109	vị	classifier, noun
406	12031	cơ hội	noun
407	12030	hoàn toàn	adjective, adverb
408	12006	diễn	verb
409	12002	dự án	noun
410	11997	bất cứ	determiner
411	11993	khu vực	noun
412	11940	kết quả	noun
413	11926	sớm	adverb
414	11914	thầy	noun, pronoun
415	11911	báo	noun, verb
416	11850	tránh	verb
417	11840	tàu	adjective, noun
418	11798	thử	adverb, verb
419	11776	bác sĩ	noun
420	11759	trông	verb
421	11758	người ta	noun, pronoun
422	11739	lòng	noun
423	11701	thiết kế	verb
424	11641	c	abbreviation
425	11625	cảm thấy	verb
426	11594	quên	verb
427	11593	chủ	noun, verb
428	11590	công tác	noun, verb
429	11570	chống	prefix, verb
430	11551	ban	noun
431	11447	trung tâm	noun
432	11431	tuyệt	adjective, adverb, verb
433	11426	khách hàng	noun
434	11391	dài	adjective, adverb
435	11383	nguồn	noun
436	11372	điện thoại	noun, verb
437	11363	trở lại	verb
438	11351	chuyển	verb
439	11336	sẵn sàng	adjective, verb
440	11260	sang	adjective, verb
441	11226	hướng	noun, verb
442	11218	sắp	particle, verb
443	11184	xã	noun
444	11135	chuẩn bị	verb
445	11077	dịch vụ	noun
446	11036	hiệu quả	adjective, noun
447	11012	đại học	noun
448	11012	độ	adverb, noun, verb
449	10961	vòng	adjective, classifier, noun, verb
450	10943	máu	adjective, noun
451	10934	hơi	adverb, noun
452	10866	dễ	adjective
453	10857	bay	adverb, noun, pronoun, verb
454	10838	vốn	adverb, noun
455	10793	đời	classifier, noun
456	10773	sách	noun
457	10771	kiểu	noun, particle
458	10723	súng	noun
459	10693	hiện nay	adverb
460	10646	khoa học	adjective, noun
461	10645	khách	noun
462	10629	trời	adjective, interjection, noun
463	10624	chất lượng	noun
464	10617	thành công	noun, verb
465	10576	Anh	adjective, pronoun, proper noun
466	10560	hỗ trợ	verb
467	10478	t	abbreviation
468	10448	chồng	noun, verb
469	10447	điện	noun, verb
470	10408	liên quan	noun
471	10400	trả lời	verb
472	10376	đợi	verb
473	10355	nhờ	adjective, preposition, verb
474	10341	đàn ông	noun
475	10335	lựa chọn	noun, verb
476	10324	duy nhất	adjective
477	10304	chung	adjective, noun, verb
478	10296	đầy	adjective
479	10290	biến	interjection, noun, verb
480	10289	làm ơn	verb
481	10204	gã	noun, pronoun
482	10193	mời	verb
483	10184	bởi vì	conjunction
484	10133	quyền	noun, prefix
485	10132	một cách	prefix
486	10107	giải	noun, verb
487	10083	đá	noun, verb
488	10081	con trai	noun
489	10064	một chút	noun
490	10060	học sinh	noun
491	10058	cung cấp	verb
492	10030	vị trí	noun
493	10020	đau	adjective, verb
494	10000	cạnh	noun, preposition
495	9991	mạnh	adjective
496	9951	sinh viên	noun
497	9943	vẻ	noun
498	9906	a	abbreviation, interjection, noun
499	9870	khoá	noun, verb
500	9843	mạng	noun, proper noun, verb
501	9832	sinh	noun, verb
502	9832	đem	verb
503	9813	kết thúc	noun, verb
504	9784	định	verb
505	9732	quốc gia	adjective, noun
506	9727	bàn	affix, classifier, noun, verb
507	9722	chiều	noun, verb
508	9692	nhiệm vụ	noun
509	9682	công nghệ	noun
510	9670	dẫn	prefix, verb
511	9637	kinh doanh	verb
512	9603	con gái	noun
513	9602	lý do	noun
514	9591	hiện	adverb, verb
515	9568	cơ sở	noun
516	9552	bao nhiêu	pronoun
517	9473	thật sự	adjective, adverb
518	9428	trường hợp	noun
519	9427	bóng	adjective, noun
520	9417	hội	noun
521	9408	hoa	adjective, noun
522	9387	quy định	noun, verb
523	9380	to	adjective
524	9319	cửa	noun
525	9315	nàng	noun, pronoun
526	9302	kiếm	noun, verb
527	9301	đơn vị	noun
528	9240	ồ	interjection, verb
529	9217	văn hoá	noun
530	9189	Trung Quốc	adjective, proper noun
531	9160	cơ	noun, particle
532	9090	xuất hiện	verb
533	9058	hình	noun
534	9044	suốt	adverb, noun
535	9030	giỏi	adjective
536	9028	cơ quan	noun
537	9023	thậm chí	adverb
538	9015	rời	verb
539	8999	thiếu	verb
540	8959	đánh giá	verb
541	8940	ngân hàng	noun
542	8917	quả	adverb, classifier, noun
543	8872	bức	adjective, classifier, verb
544	8826	dòng	noun
545	8801	hát	noun, verb
546	8799	vượt	verb
547	8761	ngon	adjective, adverb
548	8758	dạy	verb
549	8745	du lịch	noun
550	8719	tuyệt vời	adjective
551	8696	trận	classifier, noun
552	8695	cá	noun, particle, verb
553	8691	quân	classifier, noun
554	8674	giải quyết	verb
555	8656	đào tạo	verb
556	8634	toàn	adverb, prefix
557	8605	chuyến	noun
558	8604	lễ	noun, verb
559	8527	cười	noun, verb
560	8480	quan hệ	noun, verb
561	8466	nhằm	conjunction, verb
562	8458	hề	adverb, noun, verb
563	8435	cũ	adjective
564	8409	rượu	noun
565	8402	thiết bị	noun
566	8385	mặc	verb
567	8312	m	abbreviation
568	8290	giáo dục	noun, verb
569	8279	kìa	interjection, pronoun
570	8244	đông	adjective, noun, verb
571	8237	ảnh hưởng	noun, verb
572	8222	chính phủ	noun
573	8216	xử lý	verb
574	8209	ngôi	classifier, noun
575	8207	quá trình	noun
576	8194	phát hiện	verb
577	8134	nâng	verb
578	8125	thu	noun, verb
579	8119	môi trường	adjective, noun
580	8102	điều kiện	noun
581	8093	giá trị	noun
582	8082	sông	noun
583	8058	dậy	verb
584	8051	địa phương	adjective, noun
585	8041	quý	adjective, noun, prefix, verb
586	8039	trở	verb
587	8033	hình ảnh	noun
588	8033	đơn giản	noun
589	8031	báo cáo	verb
590	8007	cố gắng	noun, verb
591	7998	bản thân	pronoun
592	7989	nổi	adverb, verb
593	7979	quốc tế	adjective
594	7972	bác	noun, pronoun, verb
595	7948	chàng	noun, pronoun
596	7944	xanh	adjective, noun
597	7923	trách nhiệm	noun
598	7913	máy bay	noun
599	7912	tấn công	verb
600	7910	phù hợp	adjective, verb
601	7902	tập trung	verb
602	7901	hy vọng	noun, verb
603	7886	chính xác	adjective, adverb
604	7885	tất nhiên	adverb
605	7871	thoát	verb
606	7860	chất	adjective, noun, verb
607	7858	bản	classifier, noun
608	7857	thấp	adjective
609	7854	lỗi	noun
610	7847	áo	noun
611	7843	bữa	noun
612	7838	sai	adjective, verb
613	7834	đảm bảo	verb
614	7826	trắng	adjective
615	7826	ổng	pronoun
616	7825	tiếp	verb
617	7800	nhà nước	noun
618	7753	mối	classifier, noun, verb
619	7726	tưởng	verb
620	7693	cảm giác	noun, verb
621	7689	chó	noun
622	7683	sếp	noun
623	7674	thực tế	adjective, adverb, noun
624	7659	lao động	noun, verb
625	7634	đóng	verb
626	7629	lãnh đạo	noun
627	7586	tấm	classifier, noun
628	7569	cá nhân	adjective, noun
629	7552	cán bộ	noun, pronoun
630	7526	câu chuyện	noun
631	7522	mục tiêu	noun
632	7464	loài	noun
633	7463	nền	classifier, noun
634	7461	thắng	noun, verb
635	7455	phục vụ	verb
636	7442	ư	adverb, noun
637	7406	hạnh phúc	adjective, noun
638	7373	mau	adjective, adverb
639	7367	mẫu	affix, noun
640	7356	điên	adjective, adverb
641	7345	nội dung	noun
642	7319	nhân viên	noun
643	7282	nữ	adjective, noun, prefix
644	7276	chia sẻ	verb
645	7267	thịt	noun
646	7253	nặng	adjective, noun, verb
647	7233	bình thường	adjective, adverb
648	7191	vua	adjective, noun
649	7187	giới thiệu	verb
650	7178	nhu cầu	noun
651	7143	cắt	noun, verb
652	7141	kỳ	adjective, conjunction, noun, verb
653	7140	đỏ	adjective
654	7139	nhân dân	noun
655	7139	thành viên	noun
656	7125	niềm	noun
657	7123	rõ ràng	adjective
658	7107	miền	noun
659	7071	giao	noun, verb
660	7062	Pháp	proper noun
661	7041	game	noun
662	7027	cơ thể	noun
663	7012	chết tiệt	interjection
664	6997	luật	noun
665	6992	chúc	verb
666	6987	tình trạng	noun
667	6976	bệnh viện	noun
668	6971	đoàn	noun
669	6964	thư	noun
670	6963	thời điểm	noun
671	6951	hứa	verb
672	6940	may mắn	adjective
673	6934	trang	noun
674	6921	trở nên	verb
675	6920	sở	noun
676	6919	tình yêu	noun
677	6914	toàn bộ	adjective, noun
678	6907	trai	adjective, noun
679	6905	lũ	noun
680	6884	giấy	noun
681	6863	vô	interjection, particle, prefix, preposition, verb
682	6862	nghề	noun
683	6857	dễ dàng	adjective
684	6856	thuê	verb
685	6826	tìm kiếm	verb
686	6824	tóc	noun
687	6820	tặng	verb
688	6815	trái	adjective, adverb, classifier, noun, preposition
689	6809	nguy hiểm	adjective, noun
690	6762	cuốn	classifier, verb
691	6740	sự thật	noun
692	6737	bánh	noun
693	6737	trải	verb
694	6736	cánh	classifier, noun
695	6707	quà	noun
696	6697	chăm sóc	verb
697	6666	lịch sử	adjective, noun
698	6665	văn phòng	noun
699	6658	nuôi	adjective, verb
700	6653	hồ sơ	noun
701	6651	căn	classifier, noun, verb
702	6647	nghỉ	verb
703	6641	thân	adjective, noun, prefix
704	6638	rừng	noun
705	6597	nhạc	noun
706	6592	lượng	noun
707	6576	xấu	adjective
708	6572	Việt	adjective, proper noun
709	6538	chú ý	verb
710	6530	trực tiếp	adjective, adverb
711	6509	lá	classifier, noun
712	6509	thay	adverb, verb
713	6485	tệ	adjective, noun
714	6462	đen	adjective
715	6455	hãng	noun
716	6440	viên	adjective, classifier, suffix, verb
717	6431	phát	noun, verb
718	6431	trốn	verb
719	6429	tim	noun
720	6428	thăm	noun, verb
721	6407	hành động	noun, verb
722	6397	núi	noun
723	6393	tự nhiên	adjective, adverb, interjection, noun
724	6381	dám	verb
725	6375	cầu	noun, verb
726	6354	làng	noun
727	6354	nổi tiếng	adjective
728	6352	chụp	verb
729	6344	tụi	noun, particle
730	6342	thời	noun
731	6340	nhảy	verb
732	6334	lĩnh vực	noun
733	6322	sâu	adjective, adverb, noun
734	6301	quận	noun
735	6291	kỹ thuật	noun
736	6256	kinh nghiệm	noun
737	6243	kiểm soát	verb
738	6239	máy tính	noun
739	6226	y	adverb, noun, pronoun
740	6196	hẳn	adverb
741	6173	đoán	verb
742	6166	tương lai	noun
743	6158	hôm	noun
744	6144	đồng ý	verb
745	6137	thể hiện	verb
746	6112	triển khai	verb
747	6096	nhóc	adjective, noun
748	6081	hoàn thành	verb
749	6072	yên	adjective, noun
750	6055	tổng thống	noun
751	6048	in	adjective, verb
752	6033	sức khoẻ	noun
753	6026	Nga	adjective, proper noun
754	6022	ý kiến	noun
755	6012	suy nghĩ	verb
756	5989	quái	adjective, adverb, interjection, noun
757	5988	hoà	adjective, verb
758	5981	tự do	adjective, noun
759	5963	cần thiết	adjective
760	5953	đồng thời	adverb
761	5947	chữ	noun
762	5945	cẩn thận	adjective
763	5945	điều trị	verb
764	5926	ghi	adjective, verb
765	5922	đề nghị	verb
766	5916	đất nước	noun
767	5906	tầng	noun
768	5895	chả	adverb, noun, pronoun
769	5894	nè	interjection, particle
770	5891	tập	noun, verb
771	5889	ứng dụng	adjective, noun, verb
772	5884	lối	noun
773	5879	nóng	adjective
774	5871	rộng	adjective
775	5863	chủ tịch	noun
776	5858	mong	noun, verb
777	5856	cuộc đời	noun
778	5844	tiếc	verb
779	5843	nam	adjective, noun, prefix
780	5829	cầm	noun, verb
781	5796	xác định	adjective, verb
782	5785	dây	noun, verb
783	5770	khắp	adverb
784	5761	quán	noun
785	5760	bệnh nhân	noun
786	5719	băng	noun, verb
787	5715	Đức	proper noun
788	5704	điều tra	verb
789	5699	chính sách	noun
790	5682	hiện tại	adjective, adverb, noun
791	5680	giúp đỡ	verb
792	5673	theo dõi	verb
793	5663	bình tĩnh	adjective
794	5657	hồi	noun, verb
795	5657	nợ	noun, verb
796	5649	khách sạn	noun
797	5633	đối tượng	noun
798	5598	gồm	verb
799	5591	bảng	noun
800	5586	thường xuyên	adjective, adverb
801	5584	tạm biệt	interjection, verb
802	5580	cơn	classifier, noun
803	5566	đảo	noun, verb
804	5565	kéo	noun, verb
805	5560	tiến hành	verb
806	5557	tài chính	noun
807	5556	đổi	verb
808	5555	vé	noun
809	5530	chiến đấu	noun, verb
810	5528	thần	noun, pronoun
811	5523	đám	classifier, noun
812	5507	lo lắng	verb
813	5505	giải thích	verb
814	5490	mặc dù	conjunction
815	5467	i	noun
816	5467	thông qua	verb
817	5467	ý nghĩa	noun
818	5465	sở hữu	verb
819	5457	công trình	noun
820	5449	thông báo	noun, verb
821	5448	đoạn	adverb, noun
822	5444	giai đoạn	noun
823	5440	hướng dẫn	noun, verb
824	5439	toà	classifier, noun, pronoun
825	5416	đăng ký	verb
826	5413	v	abbreviation
827	5411	nước ngoài	adjective, noun
828	5388	hộ	adverb, noun
829	5384	chiếm	verb
830	5367	phá	noun, verb
831	5366	sức	noun
832	5364	không gian	noun
833	5350	phương pháp	noun
834	5333	tiến	noun, verb
835	5330	nắm	classifier, verb
836	5314	lính	noun
837	5307	chấp nhận	verb
838	5303	lệnh	noun
839	5303	vũ khí	noun
840	5294	già	adjective, noun
841	5288	thả	verb
842	5285	khoan	adverb, noun, verb
843	5279	chính thức	adjective
844	5265	lạnh	adjective
845	5265	thú vị	adjective
846	5264	đại diện	noun, verb
847	5256	cụ thể	adjective
848	5250	tình hình	noun
849	5243	anh em	noun, pronoun
850	5240	sạch	adjective, adverb
851	5237	nỗi	noun
852	5237	the	adjective, noun
853	5235	tiệc	noun
854	5234	hấp dẫn	adjective, noun, verb
855	5233	nhân	conjunction, noun, preposition, verb
856	5212	lực lượng	noun
857	5195	phụ	adjective, verb
858	5191	bao	adverb, determiner, noun, verb
859	5180	lửa	noun
860	5177	nguyên nhân	noun
861	5166	lão	adjective, pronoun
862	5158	chúa	adjective, adverb, noun
863	5148	buồn	adjective, verb
864	5137	hợp tác	adjective, noun, verb
865	5111	bình	adjective, noun, verb
866	5109	dựa	verb
867	5105	cưới	verb
868	5103	tầm	noun, preposition
869	5096	mùi	noun
870	5093	bí mật	adjective, noun
871	5083	tinh thần	noun
872	5076	ngựa	adjective, noun
873	5062	môn	noun
874	5062	tình	noun
875	5050	vô cùng	adjective, adverb, noun
876	5042	nghệ thuật	noun
877	5031	may	adjective, verb
878	5026	công	adjective, noun
879	5022	đổ	verb
880	5021	túi	adjective, noun
881	5016	tiếp theo	verb
882	5011	lạ	adjective
883	5008	tường	noun, verb
884	5006	quanh	adjective, preposition
885	4992	tranh	noun, verb
886	4986	tác dụng	noun
887	4986	đầy đủ	adjective, adverb
888	4975	chia	noun, verb
889	4970	rơi	verb
890	4968	dần	adverb, verb
891	4964	thông minh	adjective
892	4955	khẳng định	verb
893	4949	dầu	conjunction, noun
894	4946	công nghiệp	noun
895	4946	cảnh	adjective, noun
896	4944	bao gồm	verb
897	4944	ngừng	verb
898	4940	kết hợp	adjective, verb
899	4928	ca	noun, verb
900	4924	đón	verb
901	4909	cháy	adjective, noun, verb
902	4894	giao thông	noun
903	4893	mưa	noun, verb
904	4885	lập	verb
905	4884	đô	adjective, noun
906	4879	họp	verb
907	4876	chuyên gia	noun
908	4862	chi tiết	adjective, noun
909	4862	rút	verb
910	4859	diện tích	noun
911	4857	danh sách	noun
912	4849	mơ	noun, verb
913	4844	trò	noun
914	4839	ngày mai	adverb
915	4837	truyền thống	adjective, noun
916	4814	trưởng	adjective, noun, prefix, suffix
917	4810	ấn tượng	adjective, noun
918	4808	ghét	noun, verb
919	4798	chứa	verb
920	4785	sân	noun
921	4784	nổ	verb
922	4783	chi phí	noun, verb
923	4780	bạn bè	noun, verb
924	4776	thương mại	noun
925	4767	sức mạnh	noun
926	4764	tồn tại	adjective, noun, verb
927	4762	hiện đại	adjective
928	4751	nhắc	verb
